,Proposta,Temas,Ementa,Ano,Autor(es),Cargo,Partido,Link
4033,MPV 1159/2023,,"Altera a Lei nº 10.637, de 30 de dezembro de 2002, e a Lei nº 10.833, de 29 de dezembro de 2003, para excluir o Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - ICMS da incidência e da base de cálculo dos créditos da Contribuição para o Programa de Integração Social e o Programa de Formação do Patrimônio do Servidor Público - PIS/Pasep e da Contribuição para o Financiamento da Seguridade Social - Cofins.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155689
4034,MPV 1160/2023,,"Dispõe sobre a proclamação do resultado do julgamento, na hipótese de empate na votação no âmbito do Conselho Administrativo de Recursos Fiscais, e sobre a conformidade tributária no âmbito da Secretaria Especial da Receita Federal do Brasil do Ministério da Fazenda e altera a Lei nº 13.988, de 14 de abril de 2020, para dispor sobre o contencioso administrativo fiscal de baixa complexidade.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155690
4035,PCE 1/2023,,Requer instauração de processo disciplinar (Representação) em face do Senador Randolfe Rodrigues.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155691
4036,VET 5/2023,,"Veto Parcial aposto ao Projeto de Lei do Congresso Nacional nº 32, de 2022, que ""Estima a receita e fixa a despesa da União para o exercício financeiro de 2023"".",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155693
4037,RQS 5/2023,,"Requer que sejam prestadas, pelo Senhor Ministro de Estado da Justiça e Segurança Pública, Flávio Dino de Castro e Costa, informações sobre as ações do Ministério da Justiça e Segurança Pública (MJSP) diante dos alertas da Agência Brasileira de Inteligência (ABIN) quanto à possibilidade de ocupação e depredação de prédios públicos nos atos de 8/1/2023.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155699
4038,RQS 6/2023,,"Requer que sejam prestadas, pelo Senhor Ministro de Estado Chefe do Gabinete de Segurança Institucional, Marco Edson Gonçalves Dias, informações e documentos a respeito do envio de alertas sobre os atos de 8/1/2023 pela Agência Brasileira de Inteligência (ABIN), via Sistema Brasileiro de Inteligência (SISBIN), ao Gabinete de Segurança Institucional (GSI).",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155700
4039,RQS 7/2023,,"Requer que sejam prestadas, pelo Senhor Ministro de Estado da Fazenda, Fernando Haddad, informações sobre empréstimos concedidos pelo Banco do Brasil, Caixa Econômica Federal e Banco Nacional de Desenvolvimento EconômSocial à empresa Americanas S.A - AMER3.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155701
4040,RQS 8/2023,,"Requer que sejam prestadas, pelo Senhor Ministro de Estado Chefe do Gabinete de Segurança Institucional, Marco Edson Gonçalves Dias, informações sobre o envio de alertas sobre os atos de 8/1/2023 pela Agência Brasileira de Inteligência (ABIN), via Sistema Brasileiro de Inteligência (SISBIN), a vários órgãos e Ministérios.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155702
4041,REQ 1/2023 - CAE,,"Requeiro, nos termos do art. 58, § 2°, V, da Constituição Federal e do art. 154, § 7º, do Regimento Interno do Senado Federal, que sejam convidadas a comparecer ao Plenário, a fim de prestar informações sobre o rombo inicialmente anunciado de R$ 20 bilhões no balanço das Lojas Americanas que provocou a renúncia do presidente, Sergio Rial, e do diretor de relações com investidores da empresa, André Covre,",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155709
4042,REQ 19/2023 - CDIR,,Requer autorização para representar o Senado Federal em missão junto à União Interparlamentar,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155710
4043,RQS 10/2023,,"Requer que sejam prestadas, pelo Exmo. Sr. Ministro de Estado do Desenvolvimento, Indústria, Comércio e Serviços, informações sobre o histórico de financiamentos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) para obras no exterior.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155712
4044,REQ 21/2023 - CDIR,,Requer justificativa da ausência,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155715
4045,RQS 17/2023,,"Inserção em ata de voto de louvor ao senhor Jarbas Barbosa da Silva Jr, pelo início do mandato como diretor da Organização Pan-Americana de Saúde (OPAS).",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155722
4046,RQS 23/2023,,"Requer que sejam prestadas, pelo Exmo. Sr. Ministro de Estado das Comunicações, Juscelino Filho, informações referentes ao ato que outorga autorização à ASSOCIAÇÃO COMUNITÁRIA MUNDO MELHOR DO MUNICÍPIO DE DUAS ESTRADAS para executar serviço de radiodifusão comunitária na cidade de Duas Estradas, Estado da Paraíba, de que trata o Projeto de Decreto Legislativo nº 297, de 2013.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155729
4047,PRS 1/2023,,"Altera a Resolução nº 93, de 27 de novembro de 1970 – Regimento Interno do Senado Federal, para estabelecer a votação aberta nas eleições da Mesa.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155730
4048,RQS 24/2023,,"Constituição de uma Comissão Temporária Interna composta de 11 (onze) membros titulares, com a mesma quantidade de membros suplentes, para, no prazo de 120 cento e vinte) dias, instruir o PLS nº 236, de 2012, que trata da reforma do Código Penal.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155731
4049,PL 74/2023,,Dispõe sobre a obrigatoriedade da assinatura física das pessoas idosas em contratos de operação de crédito firmados por meio eletrônico ou telefônico.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155732
4050,PL 75/2023,,Inscreve o nome de Edson Arantes do Nascimento (O Rei Pelé) no Livro dos Heróis e Heroínas da Pátria.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155733
4051,PL 76/2023,,Institui o Dia Nacional do Futebol.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155734
4052,PL 77/2023,,"Altera a Lei nº 12.764, de 27 de dezembro de 2012, que institui a Política Nacional de Proteção dos Direitos da Pessoa com Transtorno do Espectro Autista; e altera o § 3º do art. 98 da Lei nº 8.112, de 11 de dezembro de 1990, para estabelecer multa para profissionais que discriminarem ou permitirem, no âmbito de sua responsabilidade, que pessoas com transtorno do espectro autista sejam discriminadas.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155735
4053,PL 78/2023,,"Inscreve o nome de Edson Arantes do Nascimento, Pelé, no Livro dos Heróis e Heroínas da Pátria",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155736
4054,PL 79/2023,,Institui o “Dia Nacional da Resistência Democrática”.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155737
4055,PL 80/2023,,"Cria a Lei de Proteção a Animais Policiais ou Militares, para coibir a violência contra animais a serviço de corporação policiais ou militares.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155738
4056,PL 81/2023,,"Altera a Lei nº 11.540, de 12 de novembro de 2007, para dispor sobre a instituição da Taxa Referencial de Juros (TR) em substituição à Taxa de Juros de Longo Prazo (TJLP) no âmbito dos empréstimos do Fundo Nacional de Desenvolvimento Científico e Tecnológico (FNDCT) à FINEP.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155739
4057,PL 82/2023,,"Altera a Lei nº 13.756, de 12 de dezembro de 2018, a fim de destinar recursos do Fundo Nacional de Segurança Pública para recompensas a policiais que apreenderem armas de fogo ilegais.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155740
4058,PL 83/2023,,"Altera a Lei nº 13.260, de 16 de março de 2016, que regulamenta o disposto no inciso XLIII do art. 5º da Constituição Federal, disciplinando o terrorismo, tratando de disposições investigatórias e processuais e reformulando o conceito de organização terrorista; e altera as Leis n º 7.960, de 21 de dezembro de 1989, e 12.850, de 2 de agosto de 2013, para prever a motivação política como elemento subjetivo do terrorismo.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155741
4059,PL 84/2023,,"Altera a Lei nº 8.080, de 19 de setembro de 1990 (Lei Orgânica da Saúde), para dispor sobre medidas de prevenção contra a violência obstétrica.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155742
4060,PL 85/2023,,Altera o Código Penal para prever aumento de pena para os crimes contra a dignidade sexual cometidos em instituição de saúde.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155743
4061,PL 86/2023,,Altera o Código Penal para prever o crime de sequestro de dados pessoais.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155744
4062,PL 87/2023,,"Dispõe sobre a proibição de o Banco Nacional de Desenvolvimento Econômico e Social (BNDES) financiar e conceder crédito a governos estrangeiros, com exceção para o financiamento da exportação de bens e serviços produzidos no Brasil.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155745
4063,PL 88/2023,,Dispõe sobre a responsabilidade educacional na garantia de oferta e de padrão de qualidade na educação básica pública.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155746
4064,PL 89/2023,,"Institui a Política Nacional de Fornecimento Gratuito de Medicamentos Formulados de Derivado Vegetal à Base de Canabidiol, em associação com outras substâncias canabinoides, incluindo o tetrahidrocanabinol, nas unidades de saúde públicas e privadas conveniadas ao Sistema Único de Saúde – SUS.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155747
4065,PL 90/2023,,"Altera os arts. 24 e 65 da Lei nº 12.973, de 13 de maio de 2014, que modifica “a legislação tributária federal relativa ao Imposto sobre a Renda das Pessoas Jurídicas – IRPJ, à Contribuição Social sobre o Lucro Líquido – CSLL, à Contribuição para o PIS/Pasep e à Contribuição para o Financiamento da Seguridade Social – Cofins”, entre outras providências, para vedar a discriminação no tratamento tributário do ágio quando a empresa adquirente tiver domicílio no país.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155748
4066,PDL 8/2023,,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, a aplicação do Decreto nº 11.366, de 1º de janeiro de 2023, que suspende os registros para a aquisição e transferência de armas e de munições de uso restrito por caçadores, colecionadores, atiradores e particulares, restringe os quantitativos de aquisição de armas e de munições de uso permitido, suspende a concessão de novos registros de clubes e de escolas de tiro, suspende a concessão de novos registros de colecionadores, de atiradores e de caçadores, e institui grupo de trabalho para apresentar nova regulamentação à Lei nº 10.826, de 22 de dezembro de 2003.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155749
4067,PDL 9/2023,,"Susta os efeitos do Artigo 47, II, do Decreto 11.328/23 do Governo Federal, que aprova a Estrutura Regimental e o Quadro Demonstrativo dos Cargos em Comissão e das Funções de Confiança da Advocacia Geral da União e remaneja cargos em comissão e funções de confiança.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155750
4068,PDL 10/2023,,"Susta os efeitos dos Artigos 23, I e 24, I, do Decreto 11.362/23 do Governo Federal, que aprova a Estrutura Regimental e o Quadro Demonstrativo dos Cargos em Comissão e das Funções de Confiança da Secretaria de Comunicação Social da Presidência da República e remaneja cargos em comissão e funções de confiança.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155751
4069,PRS 3/2023,,"Institui, no âmbito do Senado Federal, o Memorial em Homenagem à resistência democrática.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155752
4070,PRS 4/2023,,Cria a Instituição Independente de Monitoramento das Políticas Relativas às Mudanças Climáticas.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155753
4071,PRS 5/2023,,Altera o Regimento Interno do Senado Federal para criar a Comissão de Proteção Integral à Criança e Adolescente.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155754
4072,PRS 2/2023,,"Institui, no âmbito do Senado Federal, a Comenda Missionários Daniel Berg e Gunnar Vingren, destinada a homenagear pessoas físicas ou jurídicas que tenham desempenhado relevantes ações religiosas e sociais, com destaque na área da filantropia.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155755
4073,PDL 7/2023,,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, a aplicação do Decreto nº 11.366, de 1º de janeiro de 2023, que suspende os registros para a aquisição e transferência de armas e de munições de uso restrito por caçadores, colecionadores, atiradores e particulares, restringe os quantitativos de aquisição de armas e de munições de uso permitido, suspende a concessão de novos registros de clubes e de escolas de tiro, suspende a concessão de novos registros de colecionadores, de atiradores e de caçadores, e institui grupo de trabalho para apresentar nova regulamentação à Lei nº 10.826, de 22 de dezembro de 2003.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155756
4074,PL 217/2023,,"Dispõe sobre a quitação de operações de crédito ofertadas por meio de cartão de crédito, cheque especial e outras linhas de crédito pessoal de curto prazo não garantidas nas hipóteses em que especifica.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155765
4075,PRS 6/2023,,"Altera o Regimento Interno do Senado Federal, Resolução nº 93, de 1970, para prever hipóteses de deliberação remota.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155766
4076,REQ 23/2023 - CDIR,,Licença missão política em Brasília no dia 02/02/2023.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155767
4077,RQS 25/2023,,"Requer que sejam prestadas, pela Senhora Ministra de Estado da Saúde, Nísia Trindade Lima, informações sobre a revogação da Portaria GM/MS nº 4.809, de 30 de dezembro de 2022, da Portaria GM/MS nº 1.079, de 11 de maio de 2022, e da Portaria GM/MS nº 2.561, de 23 de setembro de 2020.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155768
4078,RQS 26/2023,,"Requer que sejam prestadas, pelo Senhor Ministro de Estado dos Direitos Humanos e da Cidadania, Silvio Luiz de Almeida, informações sobre relatório recebido de representantes da Câmara dos Deputados e da Sociedade Civil sobre o Programa Abrace o Marajó no dia 31 de janeiro deste ano.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155769
4079,RQS 27/2023,,"Requer que sejam prestadas, pelo Senhor Ministro de Estado dos Direitos Humanos e Cidadania, Silvio Luiz de Almeida, informações sobre a Semana Nacional de Prevenção da Gravidez na Adolescência, criada pela Lei 13.798/2019 com o objetivo de disseminar informações sobre medidas preventivas e educativas que contribuam para a redução da incidência da gravidez na adolescência.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155770
4080,PCE 2/2023,,Requer instauração de processo disciplinar (Denúncia) em face do Senador Randolfe Rodrigues.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155771
4081,PCE 3/2023,,Requer instauração de processo disciplinar (Representação) em face do Senador Marcos do Val.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155774
4082,REQ 1/2023 - Mesa,,Realização de sessão solene do Congresso Nacional em comemoração aos 130 anos de atividade do Tribunal de Contas da União,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155775
4083,RQS 28/2023,,"Requer adição de assinatura ao requerimento registrado no SEDOL nº SF/23879.12299-24, de autoria do Senador Romário.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155776
4084,PL 298/2023,,"Acrescenta o § 4º ao art. 11 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para estabelecer hipótese de interrupção da prescrição.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155778
4085,PL 299/2023,,"Modifica a Lei nº 8.213, de 24 de julho de 1991 – Plano de Benefícios do Regime Geral de Previdência Social - para possibilitar ao beneficiário o direito à desaposentadoria.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155779
4086,RQS 30/2023,,Requer a tramitação conjunta do PL 4776/2019 com o PL 89/2023.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155781
4087,PL 304/2023,,"Altera a Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, e a Lei nº 9.605, de 12 de fevereiro de 1998, para dispor sobre a proteção do meio ambiente do trabalho.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155785
4088,PL 316/2023,,"Altera a Lei nº 13.105, de 16 de março de 2015 (Código de Processo Civil), para dispor sobre as comissões para mediar as desocupações coletivas em razão de cumprimento de ordens de reintegração de posse.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155786
4089,PL 334/2023,,"Prorroga até 31 de dezembro de 2027 os prazos de que tratam os arts. 7º e 8º da Lei nº 12.546, de 14 de dezembro de 2011, e o caput do § 21 do art. 8º da Lei nº 10.865, de 30 de abril de 2004.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155787
4090,REQ 25/2023 - CDIR,,"Requer licença para desempenhar Missão Oficial, sem ônus para o Senado Federal, com objetivo de acompanhar a Comitiva do Excelentíssimo Senhor Presidente da República, Luiz Inácio Lula da Silva, para os Estados Unidos da América.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155788
4091,PL 344/2023,,"Altera os arts. 54 e 55 da Lei nº 9.605, de 12 de fevereiro de 1998, para qualificar os crimes de poluição e de exploração mineral ilegal, quando as condutas são praticadas em terras tradicionalmente ocupadas por povos indígenas.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155789
4092,REQ 26/2023 - CDIR,,Requer licença para desempenhar missão no exterior.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155791
4093,RQS 36/2023,,"Requer que sejam prestadas, pelo Senhor Ministro Chefe da Secretaria-Geral da Presidência da República, Márcio Costa Macêdo, informações sobre o impacto orçamentário-financeiro e o formato da participação da sociedade civil no Conselho de Participação Social, instituído pelo Decreto nº 11.406, de 31 de janeiro de 2023.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155794
4094,PL 361/2023,,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tipificar os crimes de lesão corporal e ameaça a bordo de aeronaves, e o Decreto-lei nº 3.688, de 3 de outubro de 1941 (Lei das Contravenções Penais), para incluir no rol das contravenções referentes à paz pública a promoção de tumulto ou perturbação a bordo de aeronave.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155795
4095,PL 363/2023,,"Institui o Estatuto da Segurança Privada e da Segurança das Instituições Financeiras; altera as Leis nºs 10.826, de 22 de dezembro de 2003, 10.446, de 8 de maio de 2002, 10.637, de 30 de dezembro de 2002, 10.833, de 29 de dezembro de 2003, e o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal; revoga as Leis nºs 7.102, de 20 de junho de 1983, e 8.863, de 28 de março de 1994, e dispositivos das Leis nºs 11.718, de 20 de junho de 2008, e 9.017, de 30 de março de 1995, e da Medida Provisória nº 2.184-23, de 24 de agosto de 2001; e dá outras providências.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155796
4096,PL 365/2023,,Dispõe sobre a isenção do pagamento da Taxa de Renovação de Licenciamento Anual de Veículo (TRLAV).,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155797
4097,RQS 37/2023,,"Requer que sejam prestadas, pela Exma. Sra. Ministra de Ciência, Tecnologia e Inovação, Luciana Santos, informações sobre relatos de pesquisadores que buscaram o gabinete do senador para denunciar o atraso no pagamento das bolsas de pesquisa do CNPq. Mediante este cenário, solicito informações a ser endereçado ao Conselho Nacional de Desenvolvimento Científico e Tecnológico, fundação pública vinculada ao Ministério da Ciência, Tecnologia e Inovação, e ao próprio MCTI para que se manifestem sobre este importante assunto.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155798
4098,RQS 38/2023,,"Requer que sejam prestadas, pela Senhora Ministra da Saúde, Nísia Trindade Lima, informações sobre a retomada do Programa Mais Médicos, criado pela Lei nº 12.871, de 22 de outubro de 2013, e regulamentado pela Portaria Interministerial nº 1.369, de 8 de julho de 2013.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155799
4099,PDL 28/2023,,"Susta os efeitos dos dispositivos do Decreto nº 11.328, de 1º de janeiro de 2023, que instituem a Procuradoria Nacional da União de Defesa da Democracia, na estrutura organizacional da Advocacia-Geral da União.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155800
4100,RQS 39/2023,,Realização de sessão especial a fim de homenagear a ANAPE pelos seus 40 anos de fundação.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155801
4101,REQ 27/2023 - CDIR,,"Requer licença para tratamento da saúde, nos dias 7 e 8 de fevereiro de 2023.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155802
4102,REQ 28/2023 - CDIR,,Requer licença para desempenhar missão política no Estado dia 8/2/23,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155803
4103,PL 375/2023,,"Modifica a Lei nº 14.457 de 21 de setembro de 2022 para a facilitação da inserção no mercado de trabalho, de mulheres acima de 50 (cinquenta) anos.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155804
4104,RQS 40/2023,,"Voto de aplauso à Exposição Feira Agropecuária, Industrial e Comercial de Cascavel (Expovel).",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155805
4105,PDL 30/2023,,"Susta os subitens 2 e 11 do item IV do Termo de Compromisso Individual Anexo à Portaria Conjunta Funai/Sesai nº 1, de 30 de janeiro de 2023, que estabelece procedimentos de acesso à Terra Indígena Yanomami no período de vigência da Portaria GM/MS Nº 28, de 20 de janeiro de 2023.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155806
4106,PL 382/2023,,"Acrescenta parágrafo único ao art. 1º da Lei nº 11.671, de 8 de maio de 2008, para vedar a transferência de preso de alta periculosidade para a penitenciária federal de segurança máxima localizada em Brasília.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155807
4107,PDL 32/2023,,"Susta, nos termos do art. 49, V, da Constituição Federal, a aplicação do Decreto nº 11.370, de 1º de janeiro de 2023, que revoga o Decreto nº 10.502, de 30 de setembro de 2020.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155809
4108,PL 385/2023,,"Acrescenta § 5º ao art. 58 da Lei nº 8.213 de 24 de julho de 1991, para dispor que o fornecimento de Equipamento de Proteção Individual – EPI, por si só, não descaracteriza o trabalho em condições especiais que justifiquem a concessão de aposentadoria especial e dá outras providências.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155810
4109,PL 386/2023,,"Dispõe sobre a proteção à prematuridade, altera a Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para garantir a prorrogação da licença maternidade até 60 (sessenta) dias após a alta hospitalar do recém-nascido e/ou de sua mãe, e acrescenta art. 73- A à Lei nº 8.213, de 24 de julho de 1991, para ampliar o prazo de salário-maternidade",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155811
4110,PDL 776/2021,,"Aprova o texto do Tratado entre a República Federativa do Brasil e a Romênia sobre Auxílio Jurídico Mútuo em Matéria Penal, assinado em Brasília, em 13 de junho de 2017.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155812
4111,PDL 930/2021,,"Aprova o texto do Acordo entre a República Federativa do Brasil e a República do Peru para Facilitação do Trânsito de Veículos de Uso Particular, assinado em Lima, em 11 de dezembro de 2009.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155813
4112,PDL 1101/2021,,"Aprova o texto do Acordo-Quadro entre o Governo da República Federativa do Brasil e o Governo do Reino de Marrocos sobre Cooperação em Matéria de Defesa, celebrado em Brasília, em 13 de junho de 2019.",2021,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155814
4113,PL 387/2023,,"Altera a Lei nº 11.484, de 31 de maio de 2007, para acrescentar equipamentos utilizados para geração de energia eólica e solar ao rol de bens ou insumos com redução a zero das alíquotas do Imposto sobre Produtos Industrializados – IPI, da Contribuição para o Programa de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social – COFINS.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155815
4114,PL 388/2023,,"Altera a Lei nº 11.977, de 7 de julho de 2009, que dispõe sobre o Programa Minha Casa, Minha Vida – PMCMV e a regularização fundiária de assentamentos localizados em áreas urbanas; altera o Decreto-Lei nº 3.365, de 21 de junho de 1941, as Leis nºs 4.380, de 21 de agosto de 1964, 6.015, de 31 de dezembro de 1973, 8.036, de 11 de maio de 1990, e 10.257, de 10 de julho de 2001, e a Medida Provisória nº 2.197-43, de 24 de agosto de 2001; e dá outras providências.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155816
4115,PL 392/2023,,Dispõe sobre a obrigatoriedade de que postos de abastecimento tenham pontos de recarga de carros elétricos.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155819
4116,PL 393/2023,,"Altera dispositivos do art. 473 da Consolidação das Leis do Trabalho (CLT), para permitir que o empregado possa deixar de comparecer ao trabalho, por até 8 (oito) dias, por motivo de falecimento de familiar ou afim ou casamento, e por até 15 (quinze) dias, para tratamento de saúde de familiar ou afim, e dá outras providências.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155820
4117,PL 394/2023,,"Institui protocolo para prevenir, identificar e lidar com casos de violência sexual ou de gênero em estabelecimentos e eventos abertos ao público.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155821
4118,PCE 4/2023,,Requer instauração de processo disciplinar (Representação) em face da Senadora Damares Alves.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155822
4119,PL 399/2023,,"Altera a Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), para obrigar bares, restaurantes, casas noturnas e de eventos a adotar medidas de auxílio à mulher que se sinta em situação de risco.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155823
4120,REQ 29/2023 - CDIR,,Requer licença Art.13 em 08/02/2023,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155824
4121,REQ 30/2023 - CDIR,,Requer licença art. 40 missão no exterior - Bharein 10 a 15 março 2023,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155825
4122,REQ 31/2023 - CDIR,,"Requeiro, nos termos do art. 40 do Regimento Interno do Senado Federal, em face do que dispõe o art. 55, III, da Constituição Federal, licença para desempenhar missão no exterior, com ônus para o Senado Federal, em Barcelona, na Espanha e em Tel-Aviv em Israel, de 26/02/2023 a 06/03/2023, a fim de participar de Missão Oficial no Evento ""Mobile World Congress 2023"" e da programação de extensão para conhecer o mercado inovador e tecnológico em Israel, no período de 2 a 6 de março 2023.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155826
4123,PL 423/2023,,Reconhece o Carnaval de Pernambuco como manifestação da cultura nacional.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155827
4124,REQ 32/2023 - CDIR,,"Requer licença saúde, de 06/02/2023 a 20/02/202",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155828
4125,PL 426/2023,,"Altera a Lei nº 12.715, de 17 de setembro de 2012, para zerar os valores destinados ao Fundo de Fiscalização das Telecomunicações, à Contribuição para o Fomento da Radiodifusão Pública e à Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional relacionados às estações rádio base e às repetidoras do Serviço Móvel Pessoal localizadas em áreas rurais.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155829
4126,RQS 42/2023,,Sessão Especial a fim de celebrar os 20 anos do Estatuto da Pessoa Idosa.,2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155830
4127,PL 427/2023,,"Altera a Lei nº 8.987, de 13 de fevereiro de 1995, e a Lei nº 9.427, de 26 de dezembro de 1996, para disciplinar o compartilhamento de infraestrutura de suporte e o direito de passagem por concessionárias de serviços públicos.",2023,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/155831
